review_id,provider_id,clinic_id,reviewer_first_name,reviewer_initial,reviewer_age_range,reviewer_city,rating,review_title,review_text,treatment_tag,review_date,source_platform,source_url,response_from_provider,response_date
rev-50000117,prov-ca-00007,clinic-ca-00004,Felix,T,35-39,Beverly Grove,5,Clean and professional,Honest about what would and would not help. Healed fast with barely any bruising.,Sculptra,2025-04-20,zocdoc,https://google.example/r/117,,
rev-50000118,prov-ca-00007,clinic-ca-00004,David,J,45-49,Silver Lake,4,Natural and exactly right,Explained every step and never upsold me. The result is subtle and natural.,Sculptra,2024-11-24,vitals,https://google.example/r/118,,
rev-50000119,prov-ca-00007,clinic-ca-00004,Aaron,R,30-34,Silver Lake,4,Subtle and balanced,The whole team was warm and the office was spotless. No one has guessed I had anything done.,Cheek Filler,2025-03-21,google,https://yelp.example/r/119,"Thank you, we are glad you love your results.",2025-04-04
rev-50000120,prov-ca-00007,clinic-ca-00004,Leo,D,25-29,Silver Lake,4,Worth every penny,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Cheek Filler,2025-06-24,clinic_site,https://google.example/r/120,,
rev-50000121,prov-ca-00007,clinic-ca-00004,Renee,L,40-44,Beverly Grove,5,Subtle and balanced,Booked a consult first and felt zero pressure. Already booked my follow-up.,Tear Trough,2025-12-03,clinic_site,https://google.example/r/121,"We appreciate the kind words, it was a pleasure caring for you.",2024-12-10
rev-50000122,prov-ca-00007,clinic-ca-00004,Sofia,E,35-39,West Hollywood,5,So happy with my results,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Sculptra,2025-11-01,yelp,https://zocdoc.example/r/122,"Thank you so much, see you at your next visit.",2025-07-19
rev-50000123,prov-ca-00007,clinic-ca-00004,Daniel,P,50-54,West Hollywood,5,Best in the city,Walked me through the plan and the pricing up front. No one has guessed I had anything done.,Sculptra,2026-05-24,vitals,https://healthgrades.example/r/123,,
rev-50000124,prov-ca-00007,clinic-ca-00004,Theo,B,55-59,Studio City,5,No more downtime worries,Took the time to map my face before any injection. No one has guessed I had anything done.,Cheek Filler,2025-08-12,google,https://yelp.example/r/124,,
rev-50000125,prov-ca-00007,clinic-ca-00004,Dahlia,S,50-54,Beverly Grove,4,Natural and exactly right,Honest about what would and would not help. The result is subtle and natural.,Jeuveau,2025-09-25,healthgrades,https://healthgrades.example/r/125,,
rev-50000126,prov-ca-00007,clinic-ca-00004,Paul,S,30-34,Beverly Grove,5,Natural and exactly right,Honest about what would and would not help. Already booked my follow-up.,Tear Trough,2025-08-23,healthgrades,https://zocdoc.example/r/126,"Thank you so much, see you at your next visit.",2025-07-24
rev-50000127,prov-ca-00007,clinic-ca-00004,Diego,C,45-49,Silver Lake,5,Conservative approach I trust,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Jeuveau,2025-09-13,google,https://google.example/r/127,,
rev-50000128,prov-ca-00007,clinic-ca-00004,Miles,F,45-49,Brentwood,5,So happy with my results,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Sculptra,2025-07-30,google,https://google.example/r/128,,
rev-50000129,prov-ca-00007,clinic-ca-00004,Renee,H,35-39,Brentwood,5,So happy with my results,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Sculptra,2025-09-07,yelp,https://yelp.example/r/129,,
rev-50000130,prov-ca-00007,clinic-ca-00004,Hana,F,50-54,Beverly Grove,5,Felt heard and informed,Walked me through the plan and the pricing up front. The result is subtle and natural.,Cheek Filler,2025-11-16,google,https://zocdoc.example/r/130,,
rev-50000131,prov-ca-00007,clinic-ca-00004,Maya,D,55-59,West Hollywood,5,Great masseter result,Walked me through the plan and the pricing up front. The result is subtle and natural.,Cheek Filler,2026-01-17,google,https://google.example/r/131,,
rev-50000132,prov-ca-00007,clinic-ca-00004,Olivia,D,25-29,Beverly Grove,5,No more downtime worries,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Cheek Filler,2024-07-21,zocdoc,https://clinic_site.example/r/132,"Thank you, we are glad you love your results.",2024-12-24
rev-50000133,prov-ca-00007,clinic-ca-00004,Tessa,C,35-39,West Hollywood,5,So happy with my results,Explained every step and never upsold me. Healed fast with barely any bruising.,Sculptra,2025-04-28,healthgrades,https://healthgrades.example/r/133,,
rev-50000134,prov-ca-00007,clinic-ca-00004,Camila,W,45-49,Brentwood,4,No more downtime worries,The whole team was warm and the office was spotless. No one has guessed I had anything done.,Jeuveau,2026-05-12,healthgrades,https://vitals.example/r/134,"Thank you, we are glad you love your results.",2025-11-28
rev-50000135,prov-ca-00007,clinic-ca-00004,Daniel,B,30-34,Brentwood,2,Felt heard and informed,Honest about what would and would not help. Already booked my follow-up.,Cheek Filler,2026-05-05,clinic_site,https://zocdoc.example/r/135,,
rev-50000136,prov-ca-00007,clinic-ca-00004,Ethan,K,30-34,Beverly Grove,5,Subtle and balanced,The whole team was warm and the office was spotless. Already booked my follow-up.,Tear Trough,2026-03-05,vitals,https://clinic_site.example/r/136,,
rev-50000137,prov-ca-00007,clinic-ca-00004,Nina,C,35-39,Brentwood,5,Natural and exactly right,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,Jeuveau,2026-05-19,google,https://zocdoc.example/r/137,"We appreciate the kind words, it was a pleasure caring for you.",2026-04-01
rev-50000138,prov-ca-00007,clinic-ca-00004,Jonah,W,45-49,Studio City,5,No more downtime worries,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Tear Trough,2026-01-01,yelp,https://zocdoc.example/r/138,,
rev-50000139,prov-ca-00007,clinic-ca-00004,Selena,K,30-34,Silver Lake,4,Natural and exactly right,Explained every step and never upsold me. No one has guessed I had anything done.,Jeuveau,2025-01-21,vitals,https://healthgrades.example/r/139,,
rev-50000140,prov-ca-00008,clinic-ca-00004,Diego,N,50-54,Brentwood,4,Worth every penny,Honest about what would and would not help. The result is subtle and natural.,Jeuveau,2025-12-23,healthgrades,https://google.example/r/140,"Thank you so much, see you at your next visit.",2026-05-19
rev-50000141,prov-ca-00008,clinic-ca-00004,Grace,D,55-59,Silver Lake,4,Will be back,Explained every step and never upsold me. Exactly the balanced look I wanted.,Lip Filler,2026-01-24,yelp,https://clinic_site.example/r/141,"Thank you so much, see you at your next visit.",2025-03-16
rev-50000142,prov-ca-00008,clinic-ca-00004,Nina,L,35-39,Beverly Grove,5,Great masseter result,Honest about what would and would not help. I finally look as rested as I feel.,Lip Filler,2026-03-09,vitals,https://vitals.example/r/142,,
rev-50000143,prov-ca-00008,clinic-ca-00004,Grace,S,30-34,Silver Lake,5,So happy with my results,Explained every step and never upsold me. Healed fast with barely any bruising.,Jeuveau,2024-07-04,clinic_site,https://clinic_site.example/r/143,,
rev-50000144,prov-ca-00008,clinic-ca-00004,Tessa,P,45-49,Brentwood,1,Best in the city,Honest about what would and would not help. I finally look as rested as I feel.,Jeuveau,2024-10-16,healthgrades,https://healthgrades.example/r/144,,
rev-50000145,prov-ca-00008,clinic-ca-00004,Renee,K,25-29,Brentwood,5,Worth every penny,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Lip Filler,2024-12-13,yelp,https://clinic_site.example/r/145,,
rev-50000146,prov-ca-00008,clinic-ca-00004,Noah,S,25-29,Silver Lake,5,Clean and professional,Explained every step and never upsold me. Healed fast with barely any bruising.,Lip Filler,2025-01-11,healthgrades,https://clinic_site.example/r/146,"Thank you, we are glad you love your results.",2024-07-16
rev-50000147,prov-ca-00008,clinic-ca-00004,Anya,J,55-59,West Hollywood,5,No more downtime worries,Walked me through the plan and the pricing up front. The result is subtle and natural.,Jeuveau,2024-06-26,google,https://vitals.example/r/147,"We appreciate the kind words, it was a pleasure caring for you.",2024-12-05
rev-50000148,prov-ca-00008,clinic-ca-00004,Victor,M,30-34,Brentwood,4,Will be back,Explained every step and never upsold me. Exactly the balanced look I wanted.,Jeuveau,2024-10-31,clinic_site,https://clinic_site.example/r/148,"Thank you so much, see you at your next visit.",2024-09-05
rev-50000149,prov-ca-00008,clinic-ca-00004,Diego,E,35-39,Beverly Grove,4,Great masseter result,Walked me through the plan and the pricing up front. I finally look as rested as I feel.,Jeuveau,2025-12-06,google,https://clinic_site.example/r/149,,
rev-50000150,prov-ca-00008,clinic-ca-00004,Theo,J,25-29,Studio City,5,Subtle and balanced,Took the time to map my face before any injection. The result is subtle and natural.,Lip Filler,2024-09-21,yelp,https://google.example/r/150,,
rev-50000151,prov-ca-00008,clinic-ca-00004,Sofia,M,40-44,Studio City,4,Will be back,Explained every step and never upsold me. Exactly the balanced look I wanted.,Lip Filler,2026-05-06,healthgrades,https://healthgrades.example/r/151,"We appreciate the kind words, it was a pleasure caring for you.",2026-01-14
rev-50000152,prov-ca-00008,clinic-ca-00004,Maya,A,45-49,West Hollywood,5,So happy with my results,Took the time to map my face before any injection. No one has guessed I had anything done.,Lip Filler,2024-11-05,yelp,https://zocdoc.example/r/152,"Thank you so much, see you at your next visit.",2024-12-14
rev-50000153,prov-ca-00008,clinic-ca-00004,Priya,D,40-44,West Hollywood,5,No more downtime worries,Walked me through the plan and the pricing up front. The result is subtle and natural.,Jeuveau,2024-11-10,clinic_site,https://yelp.example/r/153,,
rev-50000154,prov-ca-00008,clinic-ca-00004,Priya,S,40-44,Silver Lake,5,Will be back,Booked a consult first and felt zero pressure. No one has guessed I had anything done.,Jeuveau,2026-02-24,vitals,https://zocdoc.example/r/154,,
rev-50000155,prov-ca-00008,clinic-ca-00004,Sofia,D,35-39,Studio City,5,"Looks like me, just rested",Walked me through the plan and the pricing up front. Exactly the balanced look I wanted.,Lip Filler,2025-07-06,zocdoc,https://yelp.example/r/155,,
rev-50000156,prov-ca-00008,clinic-ca-00004,Marcus,C,40-44,Silver Lake,5,Best in the city,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Jeuveau,2024-10-20,zocdoc,https://clinic_site.example/r/156,"Thank you so much, see you at your next visit.",2026-01-24
rev-50000157,prov-ca-00008,clinic-ca-00004,Renee,M,45-49,Studio City,4,So happy with my results,Explained every step and never upsold me. Healed fast with barely any bruising.,Lip Filler,2025-06-26,yelp,https://yelp.example/r/157,,
rev-50000158,prov-ca-00008,clinic-ca-00004,Felix,J,45-49,West Hollywood,5,Great masseter result,Booked a consult first and felt zero pressure. Already booked my follow-up.,Lip Filler,2024-12-09,yelp,https://google.example/r/158,,
rev-50000159,prov-ca-00008,clinic-ca-00004,Noah,S,40-44,Silver Lake,5,Subtle and balanced,Explained every step and never upsold me. I finally look as rested as I feel.,Jeuveau,2025-11-28,yelp,https://vitals.example/r/159,"Thank you so much, see you at your next visit.",2025-05-22
rev-50000160,prov-ca-00008,clinic-ca-00004,Anya,G,25-29,Brentwood,5,Will be back,Took the time to map my face before any injection. No one has guessed I had anything done.,Jeuveau,2025-10-17,google,https://yelp.example/r/160,,
rev-50000161,prov-ca-00008,clinic-ca-00004,Hana,G,45-49,Brentwood,5,So happy with my results,Took the time to map my face before any injection. Already booked my follow-up.,Lip Filler,2024-09-06,zocdoc,https://zocdoc.example/r/161,"We appreciate the kind words, it was a pleasure caring for you.",2025-08-22
rev-50000162,prov-ca-00008,clinic-ca-00004,Jonah,R,45-49,Studio City,5,Conservative approach I trust,Took the time to map my face before any injection. No one has guessed I had anything done.,Lip Filler,2026-05-07,zocdoc,https://google.example/r/162,,
rev-50000163,prov-ca-00009,clinic-ca-00004,Priya,J,45-49,West Hollywood,4,"Looks like me, just rested",Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Cheek Filler,2025-04-28,vitals,https://vitals.example/r/163,,
rev-50000164,prov-ca-00009,clinic-ca-00004,Ruben,N,55-59,West Hollywood,1,Will be back,The whole team was warm and the office was spotless. The result is subtle and natural.,Kybella,2025-03-28,clinic_site,https://yelp.example/r/164,,
rev-50000165,prov-ca-00009,clinic-ca-00004,Marcus,M,50-54,Studio City,5,No more downtime worries,The whole team was warm and the office was spotless. The result is subtle and natural.,Cheek Filler,2025-05-11,yelp,https://zocdoc.example/r/165,"We appreciate the kind words, it was a pleasure caring for you.",2026-05-06
rev-50000166,prov-ca-00009,clinic-ca-00004,Isabel,P,55-59,West Hollywood,4,Natural and exactly right,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Masseter Botox,2025-12-26,healthgrades,https://healthgrades.example/r/166,,
rev-50000167,prov-ca-00009,clinic-ca-00004,Renee,J,50-54,West Hollywood,5,Natural and exactly right,Explained every step and never upsold me. No one has guessed I had anything done.,Cheek Filler,2024-08-03,google,https://yelp.example/r/167,"Thank you, we are glad you love your results.",2026-06-03
rev-50000168,prov-ca-00009,clinic-ca-00004,Dahlia,G,45-49,Beverly Grove,5,Conservative approach I trust,Explained every step and never upsold me. Already booked my follow-up.,Dysport,2024-08-29,google,https://healthgrades.example/r/168,"Thank you, we are glad you love your results.",2025-07-25
rev-50000169,prov-ca-00009,clinic-ca-00004,Tessa,F,45-49,Studio City,5,Conservative approach I trust,Explained every step and never upsold me. Exactly the balanced look I wanted.,Dysport,2026-03-26,yelp,https://zocdoc.example/r/169,,
rev-50000170,prov-ca-00009,clinic-ca-00004,Selena,G,55-59,Studio City,5,Subtle and balanced,Explained every step and never upsold me. Healed fast with barely any bruising.,Dysport,2025-06-01,yelp,https://clinic_site.example/r/170,,
rev-50000171,prov-ca-00009,clinic-ca-00004,Omar,A,25-29,Silver Lake,5,So happy with my results,Booked a consult first and felt zero pressure. Exactly the balanced look I wanted.,Dysport,2026-01-26,clinic_site,https://yelp.example/r/171,,
rev-50000172,prov-ca-00009,clinic-ca-00004,Lara,W,25-29,Silver Lake,5,No more downtime worries,Explained every step and never upsold me. Already booked my follow-up.,Cheek Filler,2026-01-27,google,https://healthgrades.example/r/172,"We appreciate the kind words, it was a pleasure caring for you.",2024-08-01
rev-50000173,prov-ca-00009,clinic-ca-00004,Adrian,H,40-44,Beverly Grove,5,No more downtime worries,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,Dysport,2024-09-05,healthgrades,https://yelp.example/r/173,,
rev-50000174,prov-ca-00009,clinic-ca-00004,Lara,R,45-49,West Hollywood,5,Best in the city,Honest about what would and would not help. The result is subtle and natural.,Cheek Filler,2025-12-16,vitals,https://vitals.example/r/174,,
